施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無,都道府県,市町村,市町村コード,緯度,経度
"医療法人社団橙康会 府中レ
デースクリニック",183-0055,東京都府中市府中町２－１－７ 角ないとうビル２Ｆ,042-358-5558,http://fuchuladys.atat.jp,有,"平日 10：00-18：30
土 10：00-12：30",有,東京都,府中市,13206,35.672905,139.482315
"医療法人社団聖マリア吉祥会
石原レディースクリニック",196-0015,東京都昭島市昭和町３－１８－２１,042-545-9022,http://ishiharaladies.net,有,"平日 9：00-16：30
土 9：00-11：30",有,東京都,昭島市,13207,35.709858,139.36795
"医療法人社団ＳＪＳ 金子レ
ディースクリニック",182-0021,東京都調布市調布ケ丘３－１９－１３,042-426-7800,in50@kaneko-ladies.com,有,"月・火・水・木・金・土 9：00-12：00
月・火・木・金・土 14：00-17：00",有,東京都,調布市,13208,35.657009,139.551529
"医療法人社団東仁会 つつじヶ
丘神代クリニック",182-0006,東京都調布市西つつじケ丘４－１５－５,042-443-2246,"https://www.zenjinkai-
group.jp/tojinkai/clinic/jindai",有,"月・火・金 9：00-18：00
水・土 9：00-12：00",有,東京都,調布市,13208,35.65554,139.574265
よこすかレディースクリニック,182-0002,東京都調布市仙川町１－２０－１６ ヴィバーチェ仙川２Ｆ,03-5315-5686,http://www.yokosukalc.com/,"有
産婦人科","月・火・水・金 9：00-12：30 15：00-18：30
土 9：00-13：30",有,東京都,調布市,13208,35.661453,139.58638
調布レディースクリニック,182-0026,東京都調布市小島町１－５－６ アールアンドエスビル２Ｆ,042-480-1050,http://chofu-lc.jp/,有,"平日 10：00-13：00 15：00-18：00
土 10：00-13：00 15：00-17：00",有,東京都,調布市,13208,35.655357,139.541931
尾崎医院,194-0013,東京都町田市原町田４－１２－６,042-722-3321,https://www.ozakiclinic.jp,有,"月・火・水・金 9：00-12：00 15：00-17：30
土 9：00-12：00",有,東京都,町田市,13209,35.543465,139.449631
町田東口クリニック,194-0022,東京都町田市森野１－３５－８ ヴィンテージ２ ３Ｆ,042-721-8855,"https://www.machida-higashiguchi-
clinic.com/clinic","有
産婦人科","月・火・木 10：00-12：30 16：00-20：30
金 15：00-20：30
土・日・祝 10：-12：30 13：30-16：00",有,東京都,町田市,13209,35.545872,139.444672
"医療法人社団誠裕會 鶴川レ
ディースクリニック",195-0053,東京都町田市能ケ谷３－１－５,042-737-7271,http://www9.plala.or.jp/tsurukawa-lds/,有,"月・火・木・金 10：00-13：00 15：00-18：30
水 15：00-18：30
土 9：00-12：30",有,東京都,町田市,13209,35.584656,139.484741
"医療法人社団菜の花会 町田
産婦人科 菜の花クリニック",194-0045,東京都町田市南成瀬７－１４－１,042-728-1101,"http://www.machida-nanohana-
cl.jp/index.html",有,平日・土 9：00-17：00,有,東京都,町田市,13209,35.535534,139.480942
"医療法人社団公人会 みむろ
ウィメンズクリニック",194-0013,東京都町田市原町田１－７－１７ ガレリア町田ビル３Ｆ,042-710-3609,http://mimuro-cl.com,有,"月・水・金 9：00-11：30 14：00-16：30
火・木・隔週土 9：00-11：30インターネットより完全予約",有,東京都,町田市,13209,35.540195,139.448273
ひろいウィメンズクリニック,194-0022,東京都町田市森野１－１９－１３ ＲＩＮＳＢＯＸ２Ｆ・３Ｆ,042-850-9027,,有,"平日 9：00-18：00
土 9：00-17：00
日 9：00-10：30",有,東京都,町田市,13209,35.545162,139.444641
"医療法人社団せいこう会 小金
井婦人科クリニック",184-0004,東京都小金井市本町６－１３－１８ コスモスビル３Ｆ,042-316-3824,http://koganeifujinka.jp/,有,"火・水・金・土 9：00-13：00 15：00-18：00
木 9：30-11：30",有,東京都,小金井市,13210,35.699177,139.506485
"医療法人社団鶴亀会 小金井
つるかめクリニック",184-0004,東京都小金井市本町６－１４－２８ アクウェルモール３Ｆ,042-386-3757,http://koganei.tsurukamekai.jp,有,"月・火・水・金・土 8：45-17：30
木 8：45-12：00",有,東京都,小金井市,13210,35.700962,139.505249
花小金井レディースクリニック,187-0003,東京都小平市花小金井南町１－１９－３ ＳＯＲＡ１階,042-497-5218,https://www.hanako-ladies.com,有,"月・水・木・金 9：00-12：00 14：00-17：30
土 9：00-12：00",有,東京都,小平市,13211,35.724651,139.512863
"医療法人輝 ジュンレディースク
リニック小平",187-0044,東京都小平市喜平町１－１４－２０,042-329-4103,http://www.jun-lc-kodaira.com/,有,平日・土 9：00-12：00 14：00-16：00,有,東京都,小平市,13211,35.717003,139.490768
みなみ野レディースクリニック,192-0917,"東京都八王子市西片倉３－１－４ 第２みなみ野クリニック
センター４Ｆ",042-632-8044,http://www.minaminolc.jp/,有,"月･火・水・金 10:00-12:50 15:30-18:50
木・土 10:00-12:50",有,東京都,八王子市,13201,35.634026,139.329102
大川産婦人科医院,191-0062,東京都日野市多摩平３－１４－４,042-586-1061,http://www.ohkawa-medical.jp/,有,"受付時間 月・水・土 8：00-12：00 13：30-16：00
火・金 8：00-12：00",有,東京都,日野市,13212,35.661873,139.374634
産婦人科コンチェルト,191-0012,東京都日野市日野２９４９－４,042-586-1103,http://concerto-lc.jp/,"有
産婦人科","平日 9：00-16：00
土 8：30-12：00",有,東京都,日野市,13212,35.672413,139.401825
"医療法人社団つつじ会 くぬぎ
産婦人科",189-0014,東京都東村山市本町１－２２－２４,042-395-3331,https://kunugi-lc.com,有,"火・水・金・土 9：00-12：00 14：00-17：00
日 9：00-12：00",有,東京都,東村山市,13213,35.756603,139.467422
"医療法人社団レニア会 武谷ひ
まわりウィメンズクリニック",189-0014,東京都東村山市本町２－３－２１ 東村山第３赤澤ビル３Ｆ,042-398-4103,http://www.cl-himawari.com,有,"平日 9：00-12：00 14：00-16：00
土 9：00-12：00",有,東京都,東村山市,13213,35.759666,139.466187
"医療法人社団陽光会 石川て
る代ウィメンズクリニック",185-0021,東京都国分寺市南町３－１－２８ 飛べない飛行船パート２,042-324-9661,,"有
婦人科","月・火・水・金 8：30-12：00 14：30-18：00
土 8：30-12：00",有,東京都,国分寺市,13214,35.697208,139.481277
"医療法人社団美力会 西国分
寺レディースクリニック",185-0024,東京都国分寺市泉町２－９－３ ハートフルビル西晴２Ｆ,042-300-0055,http://www.nklc.jp,有,"平日 9：30-12：00 15:00-17:30
土 9：30-12：00",有,東京都,国分寺市,13214,35.698944,139.466751
岡産婦人科,186-0004,東京都国立市中１－１８－１３,042-572-0368,,有,"月・火・木・金 9：00-12：00 15：00-18：00
土 9：00-12：00",有,東京都,国立市,13215,35.69627,139.442749
"医療法人社団慈心会 保坂産
婦人科クリニック",201-0014,東京都狛江市東和泉１－２１－３,03-3488-1103,https://www.hosaka-cl.com/,有,"月・火・木・金 9：00-12：00 15：00-18：00
水・土 9：00-12：00",有,東京都,狛江市,13219,35.631573,139.578064
"社会医療法人財団大和会 東
大和病院附属セントラルクリ
ニック",207-0014,東京都東大和市南街２－３－１,042-562-5511,http://www.yamatokai.or.jp,"有
婦人科",月・水・木・金・土 8：30-16：00,無,東京都,東大和市,13220,35.740955,139.431122
"医療法人社団心慈会 レディー
スクリニックマリアヴィラ",207-0023,"東京都東大和市上北台１－２－１４ 上北台メディカルビル
４Ｆ",042-566-8827,http://www.maria-villa.jp/,"有
産科・婦人科","月・火・木・金 9：00-12：00 16：30-19：30
土 9：00-12：00 14：00-17：00",有,東京都,東大和市,13220,35.746239,139.415451
宇都宮レディースクリニック,204-0021,東京都清瀬市元町１－４－２６ 清瀬パークホームズ１Ｆ,042-491-0103,https://utsunomiya.or.jp/,"有
産婦人科",月・火・水・金・土 9：00-17：00,有,東京都,清瀬市,13221,35.774254,139.521637
"医療法人社団恵輝会 ペルフェ
滝山マタニティクリニック",203-0033,東京都東久留米市滝山５－３－６,042-477-3503,http://www.perfe.jp/,有,"月・火・金 9：00-16：30
水・土 9：00-12：00",有,東京都,東久留米市,13222,35.744244,139.502487
"医療法人社団紫波会 平賀診
療所",206-0011,東京都多摩市関戸２－１０－１０,042-375-7154,,有,"月・火・木・金 9：30-11：30 15：00-16：30
土 9：00-11：30",有,東京都,多摩市,13224,35.651554,139.450836
こまちレディースクリニック,206-0033,東京都多摩市落合１－３－１ かじやビル１Ｆ,042-357-3535,,"有
婦人科","月・火・水・木・金・土 9：50-12：45
月・火・水・木 15：00-18：30",有,東京都,多摩市,13224,35.627155,139.428696
ヒルズクリニック聖蹟,206-0011,東京都多摩市関戸１－５－２,042-316-5556,http://hills-clinic.com,有,"平日 9:30-11:30 13：30-16：45
土 9:30-11:30 来院前事前電話",有,東京都,多摩市,13224,35.652718,139.446625
よりみつレディースクリニック,205-0011,東京都羽村市五ノ神１－２－２ メディカルプラザ３Ｆ,042-570-5130,http://website2.infomity.net/8380000092/,"有
産婦人科",月・火・水・金 8：30-16：00,有,東京都,羽村市,13227,35.758839,139.31749
わかくさ医院,205-0001,東京都羽村市小作台２－７－１６,042-579-0311,wakakusaiin@hamurashi-med.or.jp,有,"月・木 8：30-12：00 14：30-17：00
火・金・土 8：30-1200",有,東京都,羽村市,13227,35.780109,139.29866
"医療法人社団ヒマワリ会 畑中
医院",188-0012,東京都西東京市南町３－２２－８,042-461-3209,http://www.gigi-town.jp/clinic/hatanaka-iin,有,"月・火・木・金 9：00-18：00
水・土 9：00-12：00",有,東京都,西東京市,13229,35.725075,139.542526
ひろクリニック,188-0001,東京都西東京市谷戸町３－２６－７,042-423-2784,http://hiroi-c.com,有,"月・火・木 9：00-12：30 14：00-17：30
金 9：00-12：30 15：00-18：30
土9：00-12：30",有,東京都,西東京市,13229,35.749531,139.543884
"医療法人社団湯川 湯川ウイメ
ンズクリニック",188-0011,東京都西東京市田無町４－２６－９ ＪＳビル２Ｆ,042-469-5800,http://www.yukawa-clinic.com,有,"月・水・木・金 9：00-12：00 14：00-17：30
土 9：00-12：00",無,東京都,西東京市,13229,35.728699,139.538803
三宅村中央診療所,100-1101,東京都三宅村神着937番地,04994-2-0016,https://www.vill.miyake.tokyo.jp/iryou_shinryouj,無,24時間 365日対応,有,東京都,三宅島三宅村,13381,34.122299,139.533127
"青ヶ島村国民健康保険青ヶ島
診療所",100-1701,東京都青ケ島村青ケ島無番地,04996-9-0123,無,有,"平日 9：00-17：15
夜間・休日 対応可 （要電話",有,東京都,青ヶ島村,13402,32.466537,139.763336
東京都小笠原村診療所,100-2101,東京都小笠原村父島字清瀬,04998-2-3800,http://www.ogasawaraclinic.jp,有,随時対応可,有,東京都,小笠原村,13421,27.071243,142.20961
小笠原村母島診療所,100-2211,東京都小笠原村母島字元地,04998-3-2115,"http://www.ogasawaraclinic.jp/clinic/hahajima.
html",有,24時間,有,東京都,小笠原村,13421,26.660128,142.155762
